who,breed,xcor,ycor,score,data-refined,validations
14,adalts,0.1564234285559828,14.836365500982456,0,39,0
10,adaptas,0,8,4,0,0
1,adaptas,-7,0,4,0,0
11,adalts,-16.430539921958868,3.7964949428275103,0,42,0
17,degovs,-4.647461443295361,8.824932235946749,0,0,57419
5,adaptas,-3,0,4,0,0
15,adalts,12.815129580731197,14.128286896229168,0,37,0
2,adaptas,15,15,4,0,0
6,adaptas,-6,-7,4,0,0
13,adalts,-14.38226354332613,11.91287272134368,0,43,0
9,adaptas,-5,-4,4,0,0
16,degovs,6.0620420931136865,-2.896414213415463,0,0,57434
3,adaptas,-16,9,4,0,0
4,adaptas,-1,-10,4,0,0
12,adalts,11.238472442403774,-14.807291491665335,0,48,0
8,adaptas,15,8,4,0,0
7,adaptas,-6,-1,4,0,0
0,ia-cores,0,0,0,0,0
