who,breed,xcor,ycor,score,data-refined,validations
7,adaptas,-6,-1,4,0,0
15,adalts,10.739368874292268,-15.310152871294466,0,37,0
2,adaptas,15,15,4,0,0
16,degovs,-9.788274597338877,3.414625245856378,0,0,53236
6,adaptas,-6,-7,4,0,0
17,degovs,6.742434014261304,6.387059368728831,0,0,53237
4,adaptas,-1,-10,4,0,0
5,adaptas,-3,0,4,0,0
1,adaptas,-7,0,4,0,0
10,adaptas,0,8,4,0,0
0,ia-cores,0,0,0,0,0
11,adalts,-6.488734066527692,4.982384815785966,0,42,0
14,adalts,-13.46065383722309,-8.368852382994458,0,39,0
12,adalts,-12.366079187597725,7.686919786561961,0,48,0
8,adaptas,15,8,4,0,0
9,adaptas,-5,-4,4,0,0
3,adaptas,-16,9,4,0,0
13,adalts,-13.17947391942954,-12.025319064190592,0,43,0
