who,breed,xcor,ycor,score,data-refined,validations
8,adaptas,15,8,4,0,0
14,adalts,13.010643866405285,-7.1329335546388455,0,39,0
13,adalts,-13.988227472135739,-10.20608846529607,0,43,0
4,adaptas,-1,-10,4,0,0
7,adaptas,-6,-1,4,0,0
6,adaptas,-6,-7,4,0,0
15,adalts,8.795855661883879,10.475972376450887,0,37,0
1,adaptas,-7,0,4,0,0
0,ia-cores,0,0,0,0,0
2,adaptas,15,15,4,0,0
17,degovs,15.068221212341962,-4.980891791626831,0,0,58023
3,adaptas,-16,9,4,0,0
16,degovs,13.119689561839825,-3.9209818805959022,0,0,57969
12,adalts,-4.830713496100195,-7.848143938983534,0,48,0
9,adaptas,-5,-4,4,0,0
5,adaptas,-3,0,4,0,0
10,adaptas,0,8,4,0,0
11,adalts,-4.169686179716516,1.5677811201428467,0,42,0
