who,breed,xcor,ycor,score,data-refined,validations
16,degovs,-3.2838427192432995,3.250991789667169,0,0,53980
15,adalts,3.348091671974206,-11.506091713381355,0,37,0
13,adalts,-14.332040020592443,9.523746925147965,0,43,0
1,adaptas,-7,0,4,0,0
14,adalts,12.191654657027998,11.180621036771246,0,39,0
12,adalts,-15.751316135197328,-4.380680713590316,0,48,0
0,ia-cores,0,0,0,0,0
5,adaptas,-3,0,4,0,0
9,adaptas,-5,-4,4,0,0
4,adaptas,-1,-10,4,0,0
7,adaptas,-6,-1,4,0,0
17,degovs,9.058442622880678,-7.3401235986119175,0,0,53963
11,adalts,-12.457312739375798,12.699074228532393,0,42,0
6,adaptas,-6,-7,4,0,0
2,adaptas,15,15,4,0,0
3,adaptas,-16,9,4,0,0
10,adaptas,0,8,4,0,0
8,adaptas,15,8,4,0,0
