who,breed,xcor,ycor,score,data-refined,validations
9,adaptas,-5,-4,4,0,0
7,adaptas,-6,-1,4,0,0
3,adaptas,-16,9,4,0,0
14,adalts,12.599237295901009,-14.64007622191299,0,39,0
13,adalts,-0.8757366538929259,10.815508583351466,0,43,0
6,adaptas,-6,-7,4,0,0
0,ia-cores,0,0,0,0,0
17,degovs,2.6270773116060204,-12.72847554346479,0,0,52816
2,adaptas,15,15,4,0,0
8,adaptas,15,8,4,0,0
4,adaptas,-1,-10,4,0,0
5,adaptas,-3,0,4,0,0
15,adalts,5.1208035716640286,-6.699229685173376,0,37,0
10,adaptas,0,8,4,0,0
16,degovs,15.600862343304392,5.300127124028046,0,0,52785
1,adaptas,-7,0,4,0,0
11,adalts,-12.570162735319089,-14.849465387858226,0,42,0
12,adalts,-14.759047228811225,-7.051281412869877,0,48,0
