who,breed,xcor,ycor,score,data-refined,validations
13,adalts,15.19007583768874,8.71473269181953,0,43,0
10,adaptas,0,8,4,0,0
3,adaptas,-16,9,4,0,0
15,adalts,9.044826890041424,-3.033091706777821,0,37,0
4,adaptas,-1,-10,4,0,0
11,adalts,-8.420103118807015,7.962093784161312,0,42,0
17,degovs,-4.570315064537628,-12.099347061602103,0,0,53877
9,adaptas,-5,-4,4,0,0
1,adaptas,-7,0,4,0,0
0,ia-cores,0,0,0,0,0
2,adaptas,15,15,4,0,0
14,adalts,-1.6750085709034785,-8.727135544840497,0,39,0
6,adaptas,-6,-7,4,0,0
16,degovs,11.175137618259885,12.187600811957893,0,0,53911
12,adalts,-1.864682128735467,-2.8583661713042186,0,48,0
8,adaptas,15,8,4,0,0
7,adaptas,-6,-1,4,0,0
5,adaptas,-3,0,4,0,0
