who,breed,xcor,ycor,score,data-refined,validations
4,adaptas,-1,-10,4,0,0
7,adaptas,-6,-1,4,0,0
14,adalts,-7.273174847686789,5.142346079642166,0,39,0
1,adaptas,-7,0,4,0,0
17,degovs,-12.18929416249466,-14.499338717607213,0,0,57861
11,adalts,6.252367265039498,4.6612018866455305,0,42,0
5,adaptas,-3,0,4,0,0
10,adaptas,0,8,4,0,0
9,adaptas,-5,-4,4,0,0
8,adaptas,15,8,4,0,0
12,adalts,-4.029705179173414,-4.795411422342787,0,48,0
16,degovs,9.037650236846192,13.952236163985539,0,0,57837
2,adaptas,15,15,4,0,0
3,adaptas,-16,9,4,0,0
6,adaptas,-6,-7,4,0,0
13,adalts,14.819006665781828,2.174874620731482,0,43,0
0,ia-cores,0,0,0,0,0
15,adalts,14.044040074279499,-3.6440833294992925,0,37,0
