who,breed,xcor,ycor,score,data-refined,validations
11,adalts,12.375725467555892,10.67207271525318,0,42,0
1,adaptas,-7,0,4,0,0
13,adalts,11.26273379106962,-7.046127298534546,0,43,0
0,ia-cores,0,0,0,0,0
10,adaptas,0,8,4,0,0
3,adaptas,-16,9,4,0,0
8,adaptas,15,8,4,0,0
16,degovs,2.8769037588014568,-7.89838602317363,0,0,55911
17,degovs,-1.5654257698069904,-10.919731158109567,0,0,55872
12,adalts,11.967535783749499,6.827218043412788,0,48,0
2,adaptas,15,15,4,0,0
6,adaptas,-6,-7,4,0,0
5,adaptas,-3,0,4,0,0
14,adalts,8.056514398176821,14.738241682551758,0,39,0
4,adaptas,-1,-10,4,0,0
7,adaptas,-6,-1,4,0,0
9,adaptas,-5,-4,4,0,0
15,adalts,-13.435074078638447,-13.936454209485994,0,37,0
