who,breed,xcor,ycor,score,data-refined,validations
14,adalts,9.88515310352367,8.161637200914601,0,39,0
4,adaptas,-1,-10,4,0,0
16,degovs,-6.6031362630266734,8.416597055614545,0,0,54765
0,ia-cores,0,0,0,0,0
7,adaptas,-6,-1,4,0,0
15,adalts,-8.911801486920112,-6.8402746375275685,0,37,0
5,adaptas,-3,0,4,0,0
9,adaptas,-5,-4,4,0,0
2,adaptas,15,15,4,0,0
11,adalts,-3.5412972375604124,-9.027881120481762,0,42,0
8,adaptas,15,8,4,0,0
13,adalts,-4.251898409781057,12.43383989326603,0,43,0
12,adalts,15.634762007830021,-16.339302860195488,0,48,0
3,adaptas,-16,9,4,0,0
17,degovs,3.66039834077293,-6.868277237214899,0,0,54725
6,adaptas,-6,-7,4,0,0
1,adaptas,-7,0,4,0,0
10,adaptas,0,8,4,0,0
