who,breed,xcor,ycor,score,data-refined,validations
17,degovs,11.202231059972227,16.455993716339055,0,0,54341
7,adaptas,-6,-1,4,0,0
4,adaptas,-1,-10,4,0,0
0,ia-cores,0,0,0,0,0
9,adaptas,-5,-4,4,0,0
11,adalts,-1.6136176089251513,-1.4228873168775336,0,42,0
12,adalts,11.961149502405403,15.450873367332482,0,48,0
1,adaptas,-7,0,4,0,0
15,adalts,-3.595076924656441,-13.339412272517112,0,37,0
14,adalts,12.997436173415158,8.646190930271619,0,39,0
13,adalts,-16.024541995868706,8.43262148069758,0,43,0
16,degovs,-9.578744406759188,-8.43205332178644,0,0,54388
8,adaptas,15,8,4,0,0
2,adaptas,15,15,4,0,0
6,adaptas,-6,-7,4,0,0
10,adaptas,0,8,4,0,0
3,adaptas,-16,9,4,0,0
5,adaptas,-3,0,4,0,0
