who,breed,xcor,ycor,score,data-refined,validations
13,adalts,12.287193100762856,-9.94669520969752,0,43,0
12,adalts,-3.508477005281838,-1.757857443430619,0,48,0
3,adaptas,-16,9,4,0,0
10,adaptas,0,8,4,0,0
17,degovs,-7.058543844684818,6.151136188030324,0,0,52850
5,adaptas,-3,0,4,0,0
16,degovs,-8.128627825447191,0.831822612882691,0,0,52839
0,ia-cores,0,0,0,0,0
8,adaptas,15,8,4,0,0
15,adalts,-5.423851462346891,5.811524399718082,0,37,0
11,adalts,-9.362034949504393,5.635429809244687,0,42,0
4,adaptas,-1,-10,4,0,0
2,adaptas,15,15,4,0,0
14,adalts,-12.622776814196913,11.987427605320587,0,39,0
6,adaptas,-6,-7,4,0,0
7,adaptas,-6,-1,4,0,0
1,adaptas,-7,0,4,0,0
9,adaptas,-5,-4,4,0,0
