who,breed,xcor,ycor,score,data-refined,validations
7,adaptas,-6,-1,4,0,0
2,adaptas,15,15,4,0,0
0,ia-cores,0,0,0,0,0
10,adaptas,0,8,4,0,0
9,adaptas,-5,-4,4,0,0
4,adaptas,-1,-10,4,0,0
3,adaptas,-16,9,4,0,0
8,adaptas,15,8,4,0,0
11,adalts,0.5176714556085418,4.691539133518612,0,42,0
16,degovs,4.117490149533748,13.212168479138334,0,0,53287
5,adaptas,-3,0,4,0,0
12,adalts,-15.59116619223365,6.230297073375166,0,48,0
13,adalts,6.891721441277582,-1.8764956562279238,0,43,0
6,adaptas,-6,-7,4,0,0
14,adalts,-12.297044636528103,3.2852402992039287,0,39,0
15,adalts,9.590840114375663,6.444664646625841,0,37,0
1,adaptas,-7,0,4,0,0
17,degovs,8.714002279825038,1.706476965971466,0,0,53303
