who,breed,xcor,ycor,score,data-refined,validations
3,adaptas,-16,9,4,0,0
4,adaptas,-1,-10,4,0,0
12,adalts,2.3946350641571157,-6.304700969520397,0,48,0
2,adaptas,15,15,4,0,0
8,adaptas,15,8,4,0,0
11,adalts,-7.65138397227901,-11.652474529103158,0,42,0
10,adaptas,0,8,4,0,0
9,adaptas,-5,-4,4,0,0
1,adaptas,-7,0,4,0,0
14,adalts,14.734806595442436,-14.650443517339077,0,39,0
17,degovs,5.631966606336661,-11.548859639972253,0,0,54787
13,adalts,1.5771567111471154,-5.646455004032,0,43,0
6,adaptas,-6,-7,4,0,0
15,adalts,6.818103218517664,-2.233502710713271,0,37,0
0,ia-cores,0,0,0,0,0
5,adaptas,-3,0,4,0,0
7,adaptas,-6,-1,4,0,0
16,degovs,7.302628483845951,-14.785859711103484,0,0,54816
