who,breed,xcor,ycor,score,data-refined,validations
15,adalts,-7.025088094724985,-9.018377927559822,0,37,0
3,adaptas,-16,9,4,0,0
8,adaptas,15,8,4,0,0
7,adaptas,-6,-1,4,0,0
10,adaptas,0,8,4,0,0
9,adaptas,-5,-4,4,0,0
2,adaptas,15,15,4,0,0
12,adalts,13.512440295287599,-4.335925407852237,0,48,0
4,adaptas,-1,-10,4,0,0
1,adaptas,-7,0,4,0,0
6,adaptas,-6,-7,4,0,0
16,degovs,-1.2805105473007368,11.65393351334508,0,0,52314
13,adalts,-4.07992386083444,-2.9300484505148914,0,43,0
0,ia-cores,0,0,0,0,0
17,degovs,8.19734176524158,15.276377812846519,0,0,52324
5,adaptas,-3,0,4,0,0
14,adalts,-5.858208721809301,1.7383355052671394,0,39,0
11,adalts,16.285208806002945,6.528958246085283,0,42,0
