who,breed,xcor,ycor,score,data-refined,validations
6,adaptas,-6,-7,4,0,0
3,adaptas,-16,9,4,0,0
9,adaptas,-5,-4,4,0,0
4,adaptas,-1,-10,4,0,0
2,adaptas,15,15,4,0,0
14,adalts,-8.576707450429923,-9.490365124566088,0,39,0
11,adalts,0.7011435570857762,-13.312160509111976,0,42,0
13,adalts,-11.003953740429154,6.65142818457945,0,43,0
17,degovs,-11.518340890395745,-3.9177981595799296,0,0,51775
16,degovs,-8.3381580160269,12.678501180525522,0,0,51738
12,adalts,0.105535692722105,12.031230971316973,0,48,0
15,adalts,-11.33828757035447,-10.809394530976615,0,37,0
8,adaptas,15,8,4,0,0
10,adaptas,0,8,4,0,0
0,ia-cores,0,0,0,0,0
7,adaptas,-6,-1,4,0,0
5,adaptas,-3,0,4,0,0
1,adaptas,-7,0,4,0,0
