who,breed,xcor,ycor,score,data-refined,validations
14,adalts,-0.8982068725711554,13.090749341642752,0,39,0
5,adaptas,-3,0,4,0,0
17,degovs,-4.914755407593265,-3.052746497018731,0,0,53216
3,adaptas,-16,9,4,0,0
6,adaptas,-6,-7,4,0,0
4,adaptas,-1,-10,4,0,0
10,adaptas,0,8,4,0,0
9,adaptas,-5,-4,4,0,0
7,adaptas,-6,-1,4,0,0
8,adaptas,15,8,4,0,0
12,adalts,3.032070399589924,-12.665729611824743,0,48,0
13,adalts,3.5867822123913653,-10.183541746151617,0,43,0
1,adaptas,-7,0,4,0,0
2,adaptas,15,15,4,0,0
11,adalts,16.466164968094162,-11.520262150230595,0,42,0
15,adalts,-16.327991734647554,2.353916031683955,0,37,0
16,degovs,-14.423529512963075,-10.851222498570927,0,0,53221
0,ia-cores,0,0,0,0,0
