who,breed,xcor,ycor,score,data-refined,validations
13,adalts,4.023063876367415,4.662691474256181,0,43,0
2,adaptas,15,15,4,0,0
11,adalts,11.970771310444933,8.615742973709004,0,42,0
17,degovs,0.6555090460422921,-8.047893140707444,0,0,52758
7,adaptas,-6,-1,4,0,0
1,adaptas,-7,0,4,0,0
4,adaptas,-1,-10,4,0,0
5,adaptas,-3,0,4,0,0
6,adaptas,-6,-7,4,0,0
15,adalts,6.397759243225277,-10.390469101220706,0,37,0
12,adalts,2.609429173369768,-5.194512950875094,0,48,0
14,adalts,3.76338848296957,-15.894931518117021,0,39,0
8,adaptas,15,8,4,0,0
10,adaptas,0,8,4,0,0
9,adaptas,-5,-4,4,0,0
0,ia-cores,0,0,0,0,0
3,adaptas,-16,9,4,0,0
16,degovs,1.6950975964317856,-4.497416109253895,0,0,52733
