who,breed,xcor,ycor,score,data-refined,validations
5,adaptas,-3,0,4,0,0
6,adaptas,-6,-7,4,0,0
4,adaptas,-1,-10,4,0,0
14,adalts,-0.6932649466149234,15.362759088840402,0,39,0
13,adalts,4.933928782897969,-11.156605037760217,0,43,0
15,adalts,10.941594101699636,4.642554803798324,0,37,0
12,adalts,14.263371906009786,-8.660623916101988,0,48,0
7,adaptas,-6,-1,4,0,0
3,adaptas,-16,9,4,0,0
0,ia-cores,0,0,0,0,0
2,adaptas,15,15,4,0,0
11,adalts,-3.863761725240824,-0.12078097681767624,0,42,0
1,adaptas,-7,0,4,0,0
10,adaptas,0,8,4,0,0
17,degovs,-2.3314528346759946,-4.902250731393997,0,0,58122
9,adaptas,-5,-4,4,0,0
16,degovs,12.56647397120926,-3.060047669604673,0,0,58085
8,adaptas,15,8,4,0,0
