who,breed,xcor,ycor,score,data-refined,validations
1,adaptas,-7,0,4,0,0
6,adaptas,-6,-7,4,0,0
16,degovs,10.831452218209028,1.2018564553062916,0,0,55119
11,adalts,-1.756887489544874,11.914123173424619,0,42,0
3,adaptas,-16,9,4,0,0
13,adalts,-6.782699635920788,-0.8078823250717604,0,43,0
14,adalts,14.01633528735484,2.9053501486120923,0,39,0
10,adaptas,0,8,4,0,0
0,ia-cores,0,0,0,0,0
5,adaptas,-3,0,4,0,0
4,adaptas,-1,-10,4,0,0
2,adaptas,15,15,4,0,0
9,adaptas,-5,-4,4,0,0
7,adaptas,-6,-1,4,0,0
15,adalts,-6.666704028411108,4.602398449888298,0,37,0
12,adalts,-10.927426656463604,-11.044723924650807,0,48,0
17,degovs,15.489807934155335,-1.9517716537590284,0,0,55122
8,adaptas,15,8,4,0,0
