who,breed,xcor,ycor,score,data-refined,validations
2,adaptas,15,15,4,0,0
7,adaptas,-6,-1,4,0,0
8,adaptas,15,8,4,0,0
16,degovs,4.402395321221993,-0.31361158044177506,0,0,57809
10,adaptas,0,8,4,0,0
9,adaptas,-5,-4,4,0,0
14,adalts,1.2948764215432251,-4.899003067000946,0,39,0
15,adalts,-3.3176828316852016,9.90149779546943,0,37,0
6,adaptas,-6,-7,4,0,0
17,degovs,9.153516415650762,9.060855416645257,0,0,57841
0,ia-cores,0,0,0,0,0
12,adalts,16.31873094080611,8.009122504814187,0,48,0
11,adalts,5.485033288057285,-12.762869464453843,0,42,0
4,adaptas,-1,-10,4,0,0
3,adaptas,-16,9,4,0,0
1,adaptas,-7,0,4,0,0
5,adaptas,-3,0,4,0,0
13,adalts,-16.218717675944603,1.9696713813138587,0,43,0
