who,breed,xcor,ycor,score,data-refined,validations
11,adalts,-13.910046247227765,-16.35451213447482,0,42,0
5,adaptas,-3,0,4,0,0
15,adalts,2.879513015971332,-11.639217478608074,0,37,0
16,degovs,-4.868114510026432,4.154692930703581,0,0,57775
6,adaptas,-6,-7,4,0,0
8,adaptas,15,8,4,0,0
1,adaptas,-7,0,4,0,0
3,adaptas,-16,9,4,0,0
17,degovs,-14.160862428058394,-9.818756314849864,0,0,57811
9,adaptas,-5,-4,4,0,0
7,adaptas,-6,-1,4,0,0
12,adalts,3.4165030633032396,15.78568988819968,0,48,0
0,ia-cores,0,0,0,0,0
4,adaptas,-1,-10,4,0,0
10,adaptas,0,8,4,0,0
2,adaptas,15,15,4,0,0
13,adalts,-9.257418712677707,6.393111066061758,0,43,0
14,adalts,11.409495337701609,13.784934022430841,0,39,0
