who,breed,xcor,ycor,score,data-refined,validations
3,adaptas,-16,9,4,0,0
1,adaptas,-7,0,4,0,0
8,adaptas,15,8,4,0,0
6,adaptas,-6,-7,4,0,0
14,adalts,6.8920034239767825,6.422757664923083,0,39,0
12,adalts,-11.328736526085908,1.8833051191242907,0,48,0
13,adalts,5.479041668034529,-15.42206745861089,0,43,0
7,adaptas,-6,-1,4,0,0
11,adalts,-2.8539638602179678,11.563868816432358,0,42,0
15,adalts,8.275171917157905,14.66566719566158,0,37,0
10,adaptas,0,8,4,0,0
17,degovs,-15.538623800280938,-6.632354056516391,0,0,55172
5,adaptas,-3,0,4,0,0
2,adaptas,15,15,4,0,0
0,ia-cores,0,0,0,0,0
9,adaptas,-5,-4,4,0,0
16,degovs,-8.262783034918357,10.999399688588241,0,0,55180
4,adaptas,-1,-10,4,0,0
