who,breed,xcor,ycor,score,data-refined,validations
5,adaptas,-3,0,4,0,0
3,adaptas,-16,9,4,0,0
13,adalts,9.74799052242161,-1.0939166231259025,0,43,0
11,adalts,10.862274398818698,2.27206475214196,0,42,0
16,degovs,1.3514121963809131,-15.483160465905506,0,0,53990
15,adalts,-1.356547426849585,5.930541834541265,0,37,0
14,adalts,-14.078555747732828,-12.4844915042587,0,39,0
10,adaptas,0,8,4,0,0
8,adaptas,15,8,4,0,0
6,adaptas,-6,-7,4,0,0
4,adaptas,-1,-10,4,0,0
1,adaptas,-7,0,4,0,0
12,adalts,-4.1755522033021055,13.85915371333042,0,48,0
7,adaptas,-6,-1,4,0,0
0,ia-cores,0,0,0,0,0
2,adaptas,15,15,4,0,0
9,adaptas,-5,-4,4,0,0
17,degovs,-12.284367955264745,2.099682267135647,0,0,53986
