who,breed,xcor,ycor,score,data-refined,validations
7,adaptas,-6,-1,4,0,0
9,adaptas,-5,-4,4,0,0
5,adaptas,-3,0,4,0,0
16,degovs,-7.365882044236937,-11.875790165751368,0,0,53826
14,adalts,-13.78798343140648,4.078804931485739,0,39,0
15,adalts,-8.251562084858122,10.263159536053564,0,37,0
1,adaptas,-7,0,4,0,0
0,ia-cores,0,0,0,0,0
8,adaptas,15,8,4,0,0
4,adaptas,-1,-10,4,0,0
17,degovs,14.800927248044058,16.141429475407712,0,0,53783
3,adaptas,-16,9,4,0,0
10,adaptas,0,8,4,0,0
2,adaptas,15,15,4,0,0
12,adalts,-6.5194723219869735,7.929471124348834,0,48,0
6,adaptas,-6,-7,4,0,0
11,adalts,-7.257133660628231,15.980304304351588,0,42,0
13,adalts,-11.898662729080248,-10.83438878700361,0,43,0
