who,breed,xcor,ycor,score,data-refined,validations
7,adaptas,-6,-1,4,0,0
10,adaptas,0,8,4,0,0
5,adaptas,-3,0,4,0,0
0,ia-cores,0,0,0,0,0
13,adalts,6.105920972587067,-3.6887194198628297,0,43,0
3,adaptas,-16,9,4,0,0
4,adaptas,-1,-10,4,0,0
1,adaptas,-7,0,4,0,0
15,adalts,4.222763734863602,-5.890862417082766,0,37,0
11,adalts,4.566424308798389,13.090494674760143,0,42,0
2,adaptas,15,15,4,0,0
6,adaptas,-6,-7,4,0,0
12,adalts,7.8482114276887085,6.0325004422122595,0,48,0
9,adaptas,-5,-4,4,0,0
17,degovs,0.9999493890979272,15.905506294709204,0,0,53406
16,degovs,-5.706235272345243,-14.458592798725064,0,0,53398
14,adalts,10.298555826036894,-9.434887855674958,0,39,0
8,adaptas,15,8,4,0,0
