who,breed,xcor,ycor,score,data-refined,validations
17,degovs,-15.960210522094313,-9.661474194384194,0,0,58061
15,adalts,-11.164087985068514,8.871344098214205,0,37,0
16,degovs,-5.974545691287561,5.876561352686039,0,0,58029
13,adalts,-4.125837890135115,13.10991258579623,0,43,0
10,adaptas,0,8,4,0,0
11,adalts,15.363403441613242,-9.614337803557282,0,42,0
14,adalts,11.710023813243518,13.47967750476099,0,39,0
8,adaptas,15,8,4,0,0
3,adaptas,-16,9,4,0,0
4,adaptas,-1,-10,4,0,0
7,adaptas,-6,-1,4,0,0
0,ia-cores,0,0,0,0,0
12,adalts,-4.783047858446924,13.730454349632716,0,48,0
2,adaptas,15,15,4,0,0
9,adaptas,-5,-4,4,0,0
1,adaptas,-7,0,4,0,0
6,adaptas,-6,-7,4,0,0
5,adaptas,-3,0,4,0,0
