who,breed,xcor,ycor,score,data-refined,validations
13,adalts,-15.394121754314718,-0.24959700804530827,0,43,0
2,adaptas,15,15,4,0,0
12,adalts,10.114042565415781,-7.808229517445371,0,48,0
17,degovs,-2.7709669705017186,-12.256629182067776,0,0,53565
7,adaptas,-6,-1,4,0,0
3,adaptas,-16,9,4,0,0
5,adaptas,-3,0,4,0,0
6,adaptas,-6,-7,4,0,0
11,adalts,11.92463542152838,14.320263971866485,0,42,0
0,ia-cores,0,0,0,0,0
8,adaptas,15,8,4,0,0
1,adaptas,-7,0,4,0,0
10,adaptas,0,8,4,0,0
15,adalts,-0.18075723807523772,3.687016746825681,0,37,0
14,adalts,13.525860990614026,-8.537376191987631,0,39,0
16,degovs,12.281568799521015,10.465732389975429,0,0,53620
4,adaptas,-1,-10,4,0,0
9,adaptas,-5,-4,4,0,0
