who,breed,xcor,ycor,score,data-refined,validations
6,adaptas,-6,-7,4,0,0
15,adalts,-4.320002240475293,-5.855346049527688,0,37,0
4,adaptas,-1,-10,4,0,0
2,adaptas,15,15,4,0,0
17,degovs,-10.312799689701011,-2.580900135621717,0,0,54038
8,adaptas,15,8,4,0,0
16,degovs,15.257176943253521,-5.685617232623543,0,0,54047
3,adaptas,-16,9,4,0,0
1,adaptas,-7,0,4,0,0
14,adalts,1.836743270491237,7.059568157337085,0,39,0
7,adaptas,-6,-1,4,0,0
9,adaptas,-5,-4,4,0,0
12,adalts,5.875067082276765,8.327490593355448,0,48,0
10,adaptas,0,8,4,0,0
11,adalts,1.9215073656844872,2.4934307517865575,0,42,0
0,ia-cores,0,0,0,0,0
5,adaptas,-3,0,4,0,0
13,adalts,9.711698936860909,-10.540619603136552,0,43,0
