who,breed,xcor,ycor,score,data-refined,validations
13,adalts,-0.13881777949830765,-6.77630523579203,0,43,0
7,adaptas,-6,-1,4,0,0
1,adaptas,-7,0,4,0,0
11,adalts,-5.7039221201895,5.138062978734592,0,42,0
8,adaptas,15,8,4,0,0
12,adalts,2.7370089076019535,-6.32938137792936,0,48,0
3,adaptas,-16,9,4,0,0
0,ia-cores,0,0,0,0,0
10,adaptas,0,8,4,0,0
5,adaptas,-3,0,4,0,0
16,degovs,-10.475645397440601,14.443136532553169,0,0,55742
2,adaptas,15,15,4,0,0
17,degovs,13.862680011647235,-6.317789815585047,0,0,55728
4,adaptas,-1,-10,4,0,0
14,adalts,-0.3744385516464106,2.2753500424955453,0,39,0
15,adalts,9.4934791866713,14.796820471484148,0,37,0
9,adaptas,-5,-4,4,0,0
6,adaptas,-6,-7,4,0,0
