who,breed,xcor,ycor,score,data-refined,validations
15,adalts,11.298400754527728,11.539266620270354,0,37,0
4,adaptas,-1,-10,4,0,0
6,adaptas,-6,-7,4,0,0
7,adaptas,-6,-1,4,0,0
1,adaptas,-7,0,4,0,0
3,adaptas,-16,9,4,0,0
13,adalts,1.01200832559273,-7.086474692087297,0,43,0
10,adaptas,0,8,4,0,0
12,adalts,6.355275661002355,-12.0167325010345,0,48,0
0,ia-cores,0,0,0,0,0
16,degovs,-12.973412931651099,-1.5873465639017885,0,0,51717
14,adalts,-7.062711640598703,6.740482930816683,0,39,0
2,adaptas,15,15,4,0,0
5,adaptas,-3,0,4,0,0
11,adalts,-13.506896031393955,7.208818379132017,0,42,0
17,degovs,9.824469687749676,-13.357604025327479,0,0,51753
8,adaptas,15,8,4,0,0
9,adaptas,-5,-4,4,0,0
