who,breed,xcor,ycor,score,data-refined,validations
8,adaptas,15,8,4,0,0
2,adaptas,15,15,4,0,0
9,adaptas,-5,-4,4,0,0
7,adaptas,-6,-1,4,0,0
17,degovs,8.886222451352854,-2.816823316320224,0,0,53592
1,adaptas,-7,0,4,0,0
4,adaptas,-1,-10,4,0,0
11,adalts,-5.353932824319881,-9.523365877190605,0,42,0
5,adaptas,-3,0,4,0,0
16,degovs,-16.08317628485477,-8.268419865597231,0,0,53632
15,adalts,6.231688650957524,-12.321107946668617,0,37,0
12,adalts,15.264618486399335,-6.141224102472295,0,48,0
14,adalts,10.199044671653217,-1.8289099337725432,0,39,0
3,adaptas,-16,9,4,0,0
6,adaptas,-6,-7,4,0,0
10,adaptas,0,8,4,0,0
0,ia-cores,0,0,0,0,0
13,adalts,9.100768657434656,-14.700291535440574,0,43,0
