who,breed,xcor,ycor,score,data-refined,validations
16,degovs,6.405727493164538,8.089330143236126,0,0,56217
8,adaptas,15,8,4,0,0
7,adaptas,-6,-1,4,0,0
11,adalts,-8.838958039718417,-6.328741147488067,0,42,0
6,adaptas,-6,-7,4,0,0
14,adalts,-14.77075769745709,7.660547829839779,0,39,0
2,adaptas,15,15,4,0,0
0,ia-cores,0,0,0,0,0
12,adalts,12.248896202484827,2.9613049502793363,0,48,0
5,adaptas,-3,0,4,0,0
1,adaptas,-7,0,4,0,0
17,degovs,8.292415558011665,-1.322643171896337,0,0,56186
9,adaptas,-5,-4,4,0,0
3,adaptas,-16,9,4,0,0
13,adalts,3.7264505446824328,-13.826702550972131,0,43,0
10,adaptas,0,8,4,0,0
4,adaptas,-1,-10,4,0,0
15,adalts,-1.7121930183445793,1.3768918825967935,0,37,0
