who,breed,xcor,ycor,score,data-refined,validations
2,adaptas,15,15,4,0,0
4,adaptas,-1,-10,4,0,0
0,ia-cores,0,0,0,0,0
17,degovs,0.1388485314588328,5.522007706167631,0,0,51788
1,adaptas,-7,0,4,0,0
3,adaptas,-16,9,4,0,0
9,adaptas,-5,-4,4,0,0
7,adaptas,-6,-1,4,0,0
11,adalts,8.887843562025925,14.718717355444229,0,42,0
8,adaptas,15,8,4,0,0
5,adaptas,-3,0,4,0,0
15,adalts,-13.608334298865552,-15.356028106368939,0,37,0
6,adaptas,-6,-7,4,0,0
14,adalts,1.3315053350654544,5.995568181689073,0,39,0
13,adalts,15.239739151754652,-11.662868703523449,0,43,0
16,degovs,-3.7029031004027004,-6.055651075047144,0,0,51761
12,adalts,-0.8619445507903705,8.672745185334303,0,48,0
10,adaptas,0,8,4,0,0
