who,breed,xcor,ycor,score,data-refined,validations
15,adalts,-14.00296701835397,-0.4644051888518228,0,37,0
14,adalts,-0.6464334049445062,15.31911810023174,0,39,0
9,adaptas,-5,-4,4,0,0
0,ia-cores,0,0,0,0,0
6,adaptas,-6,-7,4,0,0
2,adaptas,15,15,4,0,0
1,adaptas,-7,0,4,0,0
7,adaptas,-6,-1,4,0,0
11,adalts,-9.026695885102662,-12.94987542257524,0,42,0
5,adaptas,-3,0,4,0,0
13,adalts,0.3260417301311541,-11.028779910243289,0,43,0
10,adaptas,0,8,4,0,0
4,adaptas,-1,-10,4,0,0
3,adaptas,-16,9,4,0,0
16,degovs,3.295964139960861,1.408256841540684,0,0,58047
8,adaptas,15,8,4,0,0
12,adalts,-16.394646618060346,4.205637518171014,0,48,0
17,degovs,7.354168321614843,9.218137537110927,0,0,58090
