who,breed,xcor,ycor,score,data-refined,validations
14,adalts,-12.099445845274284,16.174335010558483,0,39,0
9,adaptas,-5,-4,4,0,0
1,adaptas,-7,0,4,0,0
6,adaptas,-6,-7,4,0,0
16,degovs,-14.691839931905394,9.48393165284017,0,0,57890
12,adalts,4.1585433715132964,8.032055978191554,0,48,0
8,adaptas,15,8,4,0,0
13,adalts,14.423309854062133,13.017675889438237,0,43,0
15,adalts,11.47387849398375,8.062616449548862,0,37,0
2,adaptas,15,15,4,0,0
10,adaptas,0,8,4,0,0
0,ia-cores,0,0,0,0,0
3,adaptas,-16,9,4,0,0
17,degovs,11.125084681214496,4.3802730138878925,0,0,57894
4,adaptas,-1,-10,4,0,0
11,adalts,16.41872974815217,13.343498582340674,0,42,0
5,adaptas,-3,0,4,0,0
7,adaptas,-6,-1,4,0,0
