who,breed,xcor,ycor,score,data-refined,validations
9,adaptas,-5,-4,4,0,0
17,degovs,13.268873118306049,-4.823609671161161,0,0,58242
2,adaptas,15,15,4,0,0
6,adaptas,-6,-7,4,0,0
14,adalts,0.5231326956193849,7.127359481701663,0,39,0
16,degovs,12.013258380578698,-2.1991134586134438,0,0,58221
13,adalts,4.727578091831711,5.054341162467538,0,43,0
3,adaptas,-16,9,4,0,0
15,adalts,9.002138347538198,14.310710252739467,0,37,0
12,adalts,7.299592872275948,-13.603061237761873,0,48,0
1,adaptas,-7,0,4,0,0
8,adaptas,15,8,4,0,0
10,adaptas,0,8,4,0,0
0,ia-cores,0,0,0,0,0
5,adaptas,-3,0,4,0,0
4,adaptas,-1,-10,4,0,0
7,adaptas,-6,-1,4,0,0
11,adalts,-6.989477495140951,-15.065509558301136,0,42,0
