who,breed,xcor,ycor,score,data-refined,validations
1,adaptas,-7,0,4,0,0
7,adaptas,-6,-1,4,0,0
13,adalts,-10.305622133445159,13.471547705650496,0,43,0
6,adaptas,-6,-7,4,0,0
2,adaptas,15,15,4,0,0
15,adalts,3.508547829466393,9.348750050631287,0,37,0
14,adalts,2.3800305364076437,-15.334600373511254,0,39,0
4,adaptas,-1,-10,4,0,0
8,adaptas,15,8,4,0,0
10,adaptas,0,8,4,0,0
5,adaptas,-3,0,4,0,0
3,adaptas,-16,9,4,0,0
17,degovs,-13.145468812903841,-8.28381632140595,0,0,52334
12,adalts,6.222510158115354,13.355118034764967,0,48,0
0,ia-cores,0,0,0,0,0
16,degovs,3.3547443683234763,-7.080218742227583,0,0,52327
9,adaptas,-5,-4,4,0,0
11,adalts,-11.250597735392287,13.714559691001721,0,42,0
