who,breed,xcor,ycor,score,data-refined,validations
7,adaptas,-6,-1,4,0,0
1,adaptas,-7,0,4,0,0
11,adalts,12.13878216444526,-3.828235171288124,0,42,0
9,adaptas,-5,-4,4,0,0
5,adaptas,-3,0,4,0,0
2,adaptas,15,15,4,0,0
8,adaptas,15,8,4,0,0
13,adalts,14.605140562478589,-5.516996973669432,0,43,0
15,adalts,-10.890205198367891,-16.20031541160763,0,37,0
14,adalts,1.4444128624471464,-3.9731758347058226,0,39,0
12,adalts,4.266699146467889,-4.302500361279574,0,48,0
17,degovs,-4.991901786351001,-15.128467199469899,0,0,56792
10,adaptas,0,8,4,0,0
6,adaptas,-6,-7,4,0,0
0,ia-cores,0,0,0,0,0
3,adaptas,-16,9,4,0,0
16,degovs,13.463374961890691,7.064762476055687,0,0,56751
4,adaptas,-1,-10,4,0,0
