who,breed,xcor,ycor,score,data-refined,validations
2,adaptas,15,15,4,0,0
14,adalts,13.447734937852776,-14.384636888926531,0,39,0
17,degovs,-0.627178533410166,11.5394881328832,0,0,53992
6,adaptas,-6,-7,4,0,0
12,adalts,15.527037232860224,-0.6704893471494906,0,48,0
5,adaptas,-3,0,4,0,0
9,adaptas,-5,-4,4,0,0
3,adaptas,-16,9,4,0,0
10,adaptas,0,8,4,0,0
11,adalts,-11.865857429895321,-13.066874688013216,0,42,0
16,degovs,5.986667112005123,-1.2173127214781871,0,0,54009
8,adaptas,15,8,4,0,0
4,adaptas,-1,-10,4,0,0
7,adaptas,-6,-1,4,0,0
15,adalts,15.541783468160247,-7.514123956228271,0,37,0
13,adalts,-4.513893626479458,-13.932683568323679,0,43,0
1,adaptas,-7,0,4,0,0
0,ia-cores,0,0,0,0,0
