who,breed,xcor,ycor,score,data-refined,validations
9,adaptas,-5,-4,4,0,0
3,adaptas,-16,9,4,0,0
11,adalts,4.489866501321846,-5.145460483411393,0,42,0
7,adaptas,-6,-1,4,0,0
2,adaptas,15,15,4,0,0
12,adalts,8.118189950806702,1.4787239521626565,0,48,0
6,adaptas,-6,-7,4,0,0
16,degovs,-5.840390481816403,-4.291015723019503,0,0,55760
1,adaptas,-7,0,4,0,0
15,adalts,5.559657614361382,-1.8276254558233678,0,37,0
0,ia-cores,0,0,0,0,0
10,adaptas,0,8,4,0,0
5,adaptas,-3,0,4,0,0
4,adaptas,-1,-10,4,0,0
17,degovs,-7.480130566498184,3.122016050162516,0,0,55740
8,adaptas,15,8,4,0,0
14,adalts,-9.287655791296961,9.394491434342449,0,39,0
13,adalts,5.169563239081084,-5.3724466608099934,0,43,0
