who,breed,xcor,ycor,score,data-refined,validations
6,adaptas,-6,-7,4,0,0
7,adaptas,-6,-1,4,0,0
0,ia-cores,0,0,0,0,0
4,adaptas,-1,-10,4,0,0
13,adalts,-2.5798363048284183,-1.8294365846004448,0,43,0
2,adaptas,15,15,4,0,0
10,adaptas,0,8,4,0,0
9,adaptas,-5,-4,4,0,0
1,adaptas,-7,0,4,0,0
16,degovs,-14.97674510359364,-9.990288287579695,0,0,53349
14,adalts,-6.234073349377561,4.5439528690583595,0,39,0
8,adaptas,15,8,4,0,0
17,degovs,10.685570545388774,-2.974105436785898,0,0,53367
15,adalts,1.880991619130376,13.651528345658148,0,37,0
3,adaptas,-16,9,4,0,0
11,adalts,6.534439913146579,-2.0525821398816477,0,42,0
12,adalts,-4.328897733134604,-13.5445567019374,0,48,0
5,adaptas,-3,0,4,0,0
