who,breed,xcor,ycor,score,data-refined,validations
1,adaptas,-7,0,4,0,0
9,adaptas,-5,-4,4,0,0
11,adalts,10.182089420125289,5.16315485709455,0,42,0
7,adaptas,-6,-1,4,0,0
4,adaptas,-1,-10,4,0,0
8,adaptas,15,8,4,0,0
17,degovs,8.981296244122943,13.584155698936932,0,0,57478
2,adaptas,15,15,4,0,0
5,adaptas,-3,0,4,0,0
12,adalts,0.022508328761522978,-0.24443356461343024,0,48,0
13,adalts,-14.648941687620864,-15.746377139736042,0,43,0
6,adaptas,-6,-7,4,0,0
0,ia-cores,0,0,0,0,0
14,adalts,2.431607149930662,-16.274091717701967,0,39,0
10,adaptas,0,8,4,0,0
15,adalts,16.48106322092468,-12.999026681916297,0,37,0
16,degovs,-8.396938244389501,-11.833023235706186,0,0,57491
3,adaptas,-16,9,4,0,0
