who,breed,xcor,ycor,score,data-refined,validations
15,adalts,-10.469098883254802,-13.599852184752441,0,37,0
6,adaptas,-6,-7,4,0,0
5,adaptas,-3,0,4,0,0
4,adaptas,-1,-10,4,0,0
17,degovs,1.5166099036813812,2.335605447834154,0,0,54375
8,adaptas,15,8,4,0,0
3,adaptas,-16,9,4,0,0
10,adaptas,0,8,4,0,0
1,adaptas,-7,0,4,0,0
16,degovs,-0.30823457551077804,-12.90035783293181,0,0,54406
12,adalts,-8.631402932341624,-15.501545025594693,0,48,0
14,adalts,-9.528974936808345,10.741856249527947,0,39,0
9,adaptas,-5,-4,4,0,0
0,ia-cores,0,0,0,0,0
11,adalts,-5.109425442653773,5.6930568366665995,0,42,0
13,adalts,12.620927730634197,7.88018510703248,0,43,0
2,adaptas,15,15,4,0,0
7,adaptas,-6,-1,4,0,0
