who,breed,xcor,ycor,score,data-refined,validations
17,degovs,-0.9716188764658011,-12.41391130253345,0,0,53340
5,adaptas,-3,0,4,0,0
4,adaptas,-1,-10,4,0,0
14,adalts,-8.742963948037108,-1.286989693288548,0,39,0
6,adaptas,-6,-7,4,0,0
15,adalts,-14.653866323487046,9.115963888281502,0,37,0
0,ia-cores,0,0,0,0,0
2,adaptas,15,15,4,0,0
10,adaptas,0,8,4,0,0
1,adaptas,-7,0,4,0,0
12,adalts,-5.0832889017542255,-8.694111911946402,0,48,0
16,degovs,13.387999980782146,8.743863967992965,0,0,53328
8,adaptas,15,8,4,0,0
3,adaptas,-16,9,4,0,0
7,adaptas,-6,-1,4,0,0
9,adaptas,-5,-4,4,0,0
13,adalts,12.097237008538949,-3.1101708840052043,0,43,0
11,adalts,-4.022950689357176,10.904069352631527,0,42,0
