who,breed,xcor,ycor,score,data-refined,validations
0,ia-cores,0,0,0,0,0
6,adaptas,-6,-7,4,0,0
11,adalts,9.519852578696945,-1.3728303025814075,0,42,0
16,degovs,-10.056585016281195,-9.25022060273249,0,0,57908
1,adaptas,-7,0,4,0,0
2,adaptas,15,15,4,0,0
5,adaptas,-3,0,4,0,0
9,adaptas,-5,-4,4,0,0
13,adalts,-2.330969202554847,-13.13278654199523,0,43,0
14,adalts,2.1648216734898926,-4.699262330394327,0,39,0
3,adaptas,-16,9,4,0,0
4,adaptas,-1,-10,4,0,0
15,adalts,-2.6003993768483507,-6.635526149960287,0,37,0
10,adaptas,0,8,4,0,0
8,adaptas,15,8,4,0,0
12,adalts,0.7128323829206589,1.4785182232645395,0,48,0
17,degovs,-10.217725896930927,13.82007887963544,0,0,57917
7,adaptas,-6,-1,4,0,0
