who,breed,xcor,ycor,score,data-refined,validations
1,adaptas,-7,0,4,0,0
3,adaptas,-16,9,4,0,0
5,adaptas,-3,0,4,0,0
10,adaptas,0,8,4,0,0
4,adaptas,-1,-10,4,0,0
15,adalts,-13.604406155265218,-16.085433483031956,0,37,0
16,degovs,2.323688168170893,-7.0374518121824,0,0,56060
12,adalts,3.4038395030927893,12.638179571383985,0,48,0
17,degovs,14.03490018317505,-10.84109009787673,0,0,56010
8,adaptas,15,8,4,0,0
7,adaptas,-6,-1,4,0,0
13,adalts,-10.819521432682665,14.2422388083785,0,43,0
2,adaptas,15,15,4,0,0
0,ia-cores,0,0,0,0,0
6,adaptas,-6,-7,4,0,0
9,adaptas,-5,-4,4,0,0
14,adalts,5.1463771747693325,14.956199806598644,0,39,0
11,adalts,-7.681788959014587,-4.292982054281492,0,42,0
