who,breed,xcor,ycor,score,data-refined,validations
16,degovs,13.941215571412709,7.882929757001734,0,0,53193
9,adaptas,-5,-4,4,0,0
11,adalts,9.044293639940056,-3.552714585737364,0,42,0
6,adaptas,-6,-7,4,0,0
2,adaptas,15,15,4,0,0
15,adalts,-15.70979567556775,-13.407411199954387,0,37,0
17,degovs,16.428055170552152,-12.492552362766283,0,0,53192
10,adaptas,0,8,4,0,0
4,adaptas,-1,-10,4,0,0
13,adalts,-13.018807348229888,-15.198259467475335,0,43,0
8,adaptas,15,8,4,0,0
3,adaptas,-16,9,4,0,0
1,adaptas,-7,0,4,0,0
12,adalts,-5.049235513815834,14.518890758195726,0,48,0
7,adaptas,-6,-1,4,0,0
14,adalts,6.548745876572022,3.327095626538051,0,39,0
0,ia-cores,0,0,0,0,0
5,adaptas,-3,0,4,0,0
