who,breed,xcor,ycor,score,data-refined,validations
6,adaptas,-6,-7,4,0,0
2,adaptas,15,15,4,0,0
10,adaptas,0,8,4,0,0
16,degovs,-1.0709803567210325,-0.19274505429774857,0,0,53426
15,adalts,-2.449116733757388,-0.5019321210293118,0,37,0
14,adalts,7.759765611268704,-7.72574131623395,0,39,0
0,ia-cores,0,0,0,0,0
9,adaptas,-5,-4,4,0,0
8,adaptas,15,8,4,0,0
12,adalts,-4.223229413170355,-14.540472571912705,0,48,0
1,adaptas,-7,0,4,0,0
3,adaptas,-16,9,4,0,0
13,adalts,3.3913277702031293,-3.6879980969555284,0,43,0
5,adaptas,-3,0,4,0,0
11,adalts,-15.076029281281464,-1.3194140083913917,0,42,0
17,degovs,12.657138810952507,-7.6546878395432625,0,0,53414
4,adaptas,-1,-10,4,0,0
7,adaptas,-6,-1,4,0,0
