who,breed,xcor,ycor,score,data-refined,validations
2,adaptas,15,15,4,0,0
13,adalts,-1.5351579142661533,-15.422741218089458,0,43,0
7,adaptas,-6,-1,4,0,0
5,adaptas,-3,0,4,0,0
4,adaptas,-1,-10,4,0,0
17,degovs,9.325736587178579,4.537555134353562,0,0,58139
10,adaptas,0,8,4,0,0
1,adaptas,-7,0,4,0,0
6,adaptas,-6,-7,4,0,0
16,degovs,-15.798271113166523,11.205800074822633,0,0,58103
3,adaptas,-16,9,4,0,0
9,adaptas,-5,-4,4,0,0
12,adalts,-6.755702726732652,12.733855448599586,0,48,0
8,adaptas,15,8,4,0,0
11,adalts,-5.4221000809898,0.6089451179583163,0,42,0
15,adalts,-15.89812473146162,-4.387561174837404,0,37,0
14,adalts,12.47705052050447,5.119375607966905,0,39,0
0,ia-cores,0,0,0,0,0
