who,breed,xcor,ycor,score,data-refined,validations
7,adaptas,-6,-1,4,0,0
5,adaptas,-3,0,4,0,0
3,adaptas,-16,9,4,0,0
8,adaptas,15,8,4,0,0
2,adaptas,15,15,4,0,0
10,adaptas,0,8,4,0,0
6,adaptas,-6,-7,4,0,0
0,ia-cores,0,0,0,0,0
17,degovs,15.317587762627515,2.5715286285326644,0,0,54749
12,adalts,5.881968991228418,-0.7655846150575505,0,48,0
4,adaptas,-1,-10,4,0,0
14,adalts,-8.034165856174775,-11.90658352200822,0,39,0
1,adaptas,-7,0,4,0,0
11,adalts,13.575739619980803,16.469515155153402,0,42,0
13,adalts,1.5952678204609327,-2.506098308982094,0,43,0
15,adalts,-2.7768319438965303,1.0411223535055898,0,37,0
16,degovs,-1.9678813474024655,-10.317555199958115,0,0,54790
9,adaptas,-5,-4,4,0,0
