who,breed,xcor,ycor,score,data-refined,validations
3,adaptas,-16,9,4,0,0
12,adalts,-0.9322458315034451,7.587697770126123,0,48,0
0,ia-cores,0,0,0,0,0
13,adalts,13.432399335899147,-2.0606976207682597,0,43,0
16,degovs,-7.709567444287796,10.13846547759701,0,0,55040
2,adaptas,15,15,4,0,0
14,adalts,-1.7176564697267855,0.31822674737124546,0,39,0
7,adaptas,-6,-1,4,0,0
11,adalts,-5.3658003545907995,12.206550541707914,0,42,0
10,adaptas,0,8,4,0,0
5,adaptas,-3,0,4,0,0
17,degovs,1.8610502467370198,-6.7109951167492286,0,0,55029
15,adalts,-7.6548289635488285,-4.827578940276674,0,37,0
9,adaptas,-5,-4,4,0,0
8,adaptas,15,8,4,0,0
6,adaptas,-6,-7,4,0,0
1,adaptas,-7,0,4,0,0
4,adaptas,-1,-10,4,0,0
