who,breed,xcor,ycor,score,data-refined,validations
14,adalts,-2.6587049160251057,9.848490593761298,0,39,0
15,adalts,9.911337486172831,4.248849306767876,0,37,0
13,adalts,-8.651941849730896,5.7035580148971325,0,43,0
17,degovs,-12.456588126792568,6.622982549427339,0,0,53618
5,adaptas,-3,0,4,0,0
8,adaptas,15,8,4,0,0
9,adaptas,-5,-4,4,0,0
11,adalts,9.733141087474316,-15.348579921993897,0,42,0
10,adaptas,0,8,4,0,0
0,ia-cores,0,0,0,0,0
7,adaptas,-6,-1,4,0,0
3,adaptas,-16,9,4,0,0
12,adalts,12.184336323968875,-12.68317406539744,0,48,0
4,adaptas,-1,-10,4,0,0
1,adaptas,-7,0,4,0,0
6,adaptas,-6,-7,4,0,0
2,adaptas,15,15,4,0,0
16,degovs,-11.44792136923057,5.997427878830066,0,0,53649
