who,breed,xcor,ycor,score,data-refined,validations
8,adaptas,15,8,4,0,0
3,adaptas,-16,9,4,0,0
14,adalts,9.269880115477276,3.494307916292176,0,39,0
10,adaptas,0,8,4,0,0
0,ia-cores,0,0,0,0,0
1,adaptas,-7,0,4,0,0
12,adalts,-4.61853186562777,-13.842097763414813,0,48,0
15,adalts,6.352153250205664,-2.6002319315153293,0,37,0
11,adalts,7.052282010187516,14.977699033127571,0,42,0
17,degovs,1.2672433533958327,-5.216814972325342,0,0,57602
7,adaptas,-6,-1,4,0,0
5,adaptas,-3,0,4,0,0
9,adaptas,-5,-4,4,0,0
6,adaptas,-6,-7,4,0,0
16,degovs,14.779336333731521,-6.50378451356959,0,0,57580
2,adaptas,15,15,4,0,0
4,adaptas,-1,-10,4,0,0
13,adalts,5.607945401117939,15.611386158737947,0,43,0
