who,breed,xcor,ycor,score,data-refined,validations
6,adaptas,-6,-7,4,0,0
0,ia-cores,0,0,0,0,0
16,degovs,1.2172569869097671,-5.315583390199942,0,0,56308
1,adaptas,-7,0,4,0,0
9,adaptas,-5,-4,4,0,0
10,adaptas,0,8,4,0,0
4,adaptas,-1,-10,4,0,0
14,adalts,-16.425221642799617,-6.426130442434374,0,39,0
5,adaptas,-3,0,4,0,0
2,adaptas,15,15,4,0,0
17,degovs,12.235552089139135,-10.683807977411057,0,0,56309
15,adalts,-12.731044792688362,-15.365303108474388,0,37,0
8,adaptas,15,8,4,0,0
3,adaptas,-16,9,4,0,0
12,adalts,-7.963335839248726,-4.816516329997191,0,48,0
7,adaptas,-6,-1,4,0,0
11,adalts,-8.985997142778004,13.934931194849298,0,42,0
13,adalts,-10.54776573960787,-2.2521696798753763,0,43,0
