who,breed,xcor,ycor,score,data-refined,validations
3,adaptas,-16,9,4,0,0
12,adalts,-4.473537121487195,2.7021134832957423,0,48,0
15,adalts,4.430780018971234,4.9580535894421764,0,37,0
10,adaptas,0,8,4,0,0
0,ia-cores,0,0,0,0,0
7,adaptas,-6,-1,4,0,0
1,adaptas,-7,0,4,0,0
11,adalts,-12.880955548977298,12.312540635591859,0,42,0
16,degovs,-2.3115667474533184,11.696700443390263,0,0,56048
14,adalts,-12.284525765205206,11.832492420689226,0,39,0
2,adaptas,15,15,4,0,0
13,adalts,6.218660204934187,-11.832847897478974,0,43,0
8,adaptas,15,8,4,0,0
6,adaptas,-6,-7,4,0,0
4,adaptas,-1,-10,4,0,0
5,adaptas,-3,0,4,0,0
9,adaptas,-5,-4,4,0,0
17,degovs,2.3777107613204684,12.719104036375738,0,0,55982
