who,breed,xcor,ycor,score,data-refined,validations
8,adaptas,15,8,4,0,0
2,adaptas,15,15,4,0,0
11,adalts,9.642815306556725,10.635445257959063,0,42,0
7,adaptas,-6,-1,4,0,0
3,adaptas,-16,9,4,0,0
16,degovs,-5.153019681714678,-15.319527009716296,0,0,53254
0,ia-cores,0,0,0,0,0
10,adaptas,0,8,4,0,0
4,adaptas,-1,-10,4,0,0
12,adalts,-0.3990947098613006,-3.6425992052236933,0,48,0
6,adaptas,-6,-7,4,0,0
14,adalts,-9.86890665507633,-1.2908992536828676,0,39,0
13,adalts,3.106086437676413,-10.824588265641177,0,43,0
15,adalts,1.5700951797644465,8.265254866077843,0,37,0
5,adaptas,-3,0,4,0,0
1,adaptas,-7,0,4,0,0
17,degovs,-14.600376563884117,15.826865234476369,0,0,53259
9,adaptas,-5,-4,4,0,0
