who,breed,xcor,ycor,score,data-refined,validations
3,adaptas,-16,9,4,0,0
1,adaptas,-7,0,4,0,0
9,adaptas,-5,-4,4,0,0
6,adaptas,-6,-7,4,0,0
2,adaptas,15,15,4,0,0
11,adalts,-10.349454449507299,-8.656128124614602,0,42,0
5,adaptas,-3,0,4,0,0
14,adalts,14.056908681812194,-9.161456261261293,0,39,0
17,degovs,-10.657240032756649,6.465700428961665,0,0,53385
7,adaptas,-6,-1,4,0,0
10,adaptas,0,8,4,0,0
16,degovs,-10.341490187969441,4.275559456847607,0,0,53369
15,adalts,-13.707905412382235,-11.785061120994646,0,37,0
8,adaptas,15,8,4,0,0
4,adaptas,-1,-10,4,0,0
13,adalts,14.694221926583326,-10.591478404383608,0,43,0
0,ia-cores,0,0,0,0,0
12,adalts,-13.113246707974346,-7.059808759193548,0,48,0
