who,breed,xcor,ycor,score,data-refined,validations
8,adaptas,15,8,4,0,0
5,adaptas,-3,0,4,0,0
13,adalts,-2.0862043220497233,2.933721427362734,0,43,0
11,adalts,-13.071524394820443,-11.903822629677173,0,42,0
12,adalts,1.0647892839586177,8.706650663975683,0,48,0
4,adaptas,-1,-10,4,0,0
3,adaptas,-16,9,4,0,0
7,adaptas,-6,-1,4,0,0
16,degovs,15.676237324412936,3.6210256320907703,0,0,56249
17,degovs,-1.3932055982791738,-15.443031440401242,0,0,56243
0,ia-cores,0,0,0,0,0
15,adalts,-9.752460364921282,-10.259039363182666,0,37,0
6,adaptas,-6,-7,4,0,0
1,adaptas,-7,0,4,0,0
2,adaptas,15,15,4,0,0
14,adalts,11.506394182487192,12.713136848476507,0,39,0
9,adaptas,-5,-4,4,0,0
10,adaptas,0,8,4,0,0
