who,breed,xcor,ycor,score,data-refined,validations
12,adalts,-6.079486384947081,-16.486010080879694,0,48,0
1,adaptas,-7,0,4,0,0
7,adaptas,-6,-1,4,0,0
14,adalts,-7.002584024515971,-10.114121898689996,0,39,0
3,adaptas,-16,9,4,0,0
6,adaptas,-6,-7,4,0,0
11,adalts,-0.20525810104416964,6.9489637597270715,0,42,0
17,degovs,-16.055284314864398,6.9375467903586845,0,0,54199
9,adaptas,-5,-4,4,0,0
0,ia-cores,0,0,0,0,0
4,adaptas,-1,-10,4,0,0
5,adaptas,-3,0,4,0,0
10,adaptas,0,8,4,0,0
15,adalts,8.847194887905763,-1.3586274407589358,0,37,0
8,adaptas,15,8,4,0,0
2,adaptas,15,15,4,0,0
13,adalts,-1.743873326672768,-1.6776706747278305,0,43,0
16,degovs,-13.660783731752826,9.441164722794987,0,0,54212
