who,breed,xcor,ycor,score,data-refined,validations
0,ia-cores,0,0,0,0,0
16,degovs,-0.4423897849819205,-2.732780757226254,0,0,56689
8,adaptas,15,8,4,0,0
4,adaptas,-1,-10,4,0,0
15,adalts,12.28738904509613,-3.005401709873217,0,37,0
5,adaptas,-3,0,4,0,0
1,adaptas,-7,0,4,0,0
3,adaptas,-16,9,4,0,0
12,adalts,-12.741566474948542,-4.250663750222958,0,48,0
11,adalts,5.697737052127268,13.617219842094366,0,42,0
9,adaptas,-5,-4,4,0,0
7,adaptas,-6,-1,4,0,0
17,degovs,-6.963470051914735,-10.447884796712554,0,0,56730
2,adaptas,15,15,4,0,0
10,adaptas,0,8,4,0,0
14,adalts,3.8772931953670553,-14.558334461558367,0,39,0
13,adalts,2.2329476713698106,3.6359932125196117,0,43,0
6,adaptas,-6,-7,4,0,0
